"Player","Start","End","Matches","Innings","Balls","Runs","Wickets","Average","Economy","StrikeRate","BestBowlingInnings","FourWickets","FiveWickets"
"JG Thomas ",1986,1987,3,3,156,144,3,48,5.53846153846154,52,"2/59",0,0
"FJ Titmus ",1975,1975,2,1,56,53,3,17.6666666666667,5.67857142857143,18.6666666666667,"3/53",0,0
"MS Tshabalala ",2007,2007,4,4,150,151,3,50.3333333333333,6.04,50,"1/30",0,0
"S Tyagi ",2009,2010,4,4,165,144,3,48,5.23636363636364,55,"1/15",0,0
"JN Valentine ",1979,1979,3,3,114,66,3,22,3.47368421052632,38,"1/18",0,0
"Wajahatullah Wasti ",1999,2000,15,3,55,69,3,23,7.52727272727273,18.3333333333333,"3/36",0,0
"CG Williams ",2019,2020,8,7,246,197,3,65.6666666666667,4.80487804878049,82,"1/37",0,0
"LJ Woodcock ",2011,2011,4,4,164,155,3,51.6666666666667,5.67073170731707,54.6666666666667,"2/58",0,0
"GN Yallop ",1978,1984,30,4,138,119,3,39.6666666666667,5.17391304347826,46,"2/28",0,0
"Younis Khan ",2000,2015,265,20,284,288,3,96,6.08450704225352,94.6666666666667,"1/3",0,0
"Zafar Iqbal ",1995,1995,8,7,198,137,3,45.6666666666667,4.15151515151515,66,"2/37",0,0
"Zahid Ahmed ",1987,1987,2,2,96,61,3,20.3333333333333,3.8125,32,"2/24",0,0
"Aamer Yamin ",2015,2018,4,4,156,154,2,77,5.92307692307692,78,"1/38",0,0
"Aamir Kaleem ",2019,2019,2,2,77,54,2,27,4.20779220779221,38.5,"2/30",0,0
"Abdullah Mazari ",2010,2010,2,2,96,49,2,24.5,3.0625,48,"1/18",0,0
"Ahmed Shehzad ",2009,2017,81,9,115,140,2,70,7.30434782608696,57.5,"1/22",0,0
"DS Airee ",2018,2020,10,5,114,79,2,39.5,4.15789473684211,57,"1/19",0,0
"Ali Asad ",2004,2004,2,2,120,73,2,36.5,3.65,60,"2/35",0,0
"DI Allan ",2011,2013,5,4,112,80,2,40,4.28571428571429,56,"1/22",0,0
"GJAF Aponso ",1996,1996,5,5,242,257,2,128.5,6.37190082644628,121,"1/57",0,0
"Asad Ali ",2013,2013,4,4,180,115,2,57.5,3.83333333333333,90,"1/22",0,0
"SV Bahutule ",1997,2003,8,7,294,283,2,141.5,5.77551020408163,147,"1/31",0,0
"A Balbirnie ",2010,2020,67,3,60,68,2,34,6.8,30,"1/26",0,0
"MRCN Bandaratilleke ",1998,1998,3,3,144,111,2,55.5,4.625,72,"2/34",0,0
"MD Bates ",2012,2012,2,2,84,52,2,26,3.71428571428571,42,"1/24",0,0
"S Bau ",2016,2019,21,6,180,124,2,62,4.13333333333333,90,"2/35",0,0
"LS Bhandari ",2018,2018,1,1,54,43,2,21.5,4.77777777777778,27,"2/43",0,0
"DR Briggs ",2012,2012,1,1,60,39,2,19.5,3.9,30,"2/39",0,0
"JE Brinkley ",1999,1999,5,3,168,117,2,58.5,4.17857142857143,84,"1/29",0,0
"BS Browne ",1994,1994,4,4,180,156,2,78,5.2,90,"2/50",0,0
"PH Carlson ",1979,1979,4,3,168,70,2,35,2.5,84,"1/21",0,0
"DL Chahar ",2018,2019,3,3,126,129,2,64.5,6.14285714285714,63,"1/37",0,0
"IM Chappell ",1971,1980,16,2,42,23,2,11.5,3.28571428571429,21,"2/14",0,0
"GA Cope ",1977,1978,2,2,112,35,2,17.5,1.875,56,"1/16",0,0
"CS Cowdrey ",1985,1985,3,2,52,55,2,27.5,6.34615384615385,26,"1/3",0,0
"DJ Cullen ",2006,2006,5,5,213,147,2,73.5,4.14084507042254,106.5,"2/25",0,0
"SM Curran ",2018,2020,4,4,114,134,2,67,7.05263157894737,57,"2/44",0,0
"D Daesrath ",2012,2013,4,2,72,48,2,24,4,36,"1/13",0,0
"RR David ",2008,2010,4,4,96,74,2,37,4.625,48,"2/30",0,0
"DLS de Silva ",1979,1979,2,2,120,54,2,27,2.7,60,"2/36",0,0
"JI de Villiers ",2020,2020,2,2,57,66,2,33,6.94736842105263,28.5,"2/47",0,0
"BR Dorey ",2006,2006,4,4,162,146,2,73,5.40740740740741,81,"1/12",0,0
"F du Plessis ",2011,2019,143,11,192,189,2,94.5,5.90625,96,"1/8",0,0
"CE Eksteen ",1991,1994,6,6,222,181,2,90.5,4.89189189189189,111,"1/26",0,0
"D Elgar ",2012,2018,8,4,96,67,2,33.5,4.1875,48,"1/11",0,0
"KADM Fernando ",2003,2003,1,1,42,13,2,6.5,1.85714285714286,21,"2/13",0,0
"MLC Foster ",1973,1973,2,1,30,22,2,11,4.4,15,"2/22",0,0
"RC Fredericks ",1973,1977,12,1,10,10,2,5,6,5,"2/10",0,0
"D Gamage ",2003,2003,3,3,95,83,2,41.5,5.24210526315789,47.5,"1/26",0,0
"WCA Ganegama ",2001,2006,4,3,66,88,2,44,8,33,"2/27",0,0
"Gazi Ashraf ",1986,1990,7,3,51,33,2,16.5,3.88235294117647,25.5,"1/7",0,0
"LR Gibbs ",1973,1975,3,3,156,59,2,29.5,2.26923076923077,78,"1/12",0,0
"Golam Faruq ",1986,1990,5,5,186,116,2,58,3.74193548387097,93,"1/22",0,0
"MS Gony ",2008,2008,2,2,78,76,2,38,5.84615384615385,39,"2/65",0,0
"TR Gripper ",2001,2003,8,6,120,76,2,38,3.8,60,"2/28",0,0
"TGJ Gruijters ",2010,2013,5,4,120,79,2,39.5,3.95,60,"2/37",0,0
"Hammad Azam ",2011,2015,11,8,198,169,2,84.5,5.12121212121212,99,"1/21",0,0
"SM Harwood ",2009,2009,1,1,60,57,2,28.5,5.7,30,"2/57",0,0
"R Hekure ",2019,2019,1,1,60,32,2,16,3.2,30,"2/32",0,0
"CC Henry ",1979,1979,2,2,90,53,2,26.5,3.53333333333333,45,"2/27",0,0
"O Henry ",1992,1992,3,3,149,125,2,62.5,5.03355704697987,74.5,"1/31",0,0
"H Hiri ",2016,2019,7,4,60,56,2,28,5.6,30,"1/6",0,0
"RG Holland ",1985,1985,2,2,126,99,2,49.5,4.71428571428571,63,"2/49",0,0
"MEK Hussey ",2004,2012,185,13,240,235,2,117.5,5.875,120,"1/22",0,0
"AP Igglesden ",1994,1994,4,4,168,122,2,61,4.35714285714286,84,"2/12",0,0
"Irfan Bhatti ",1993,1993,1,1,48,22,2,11,2.75,24,"2/22",0,0
"Jahangir Shah ",1986,1990,5,5,234,172,2,86,4.41025641025641,117,"2/23",0,0
"K Jethi ",2008,2008,3,3,102,85,2,42.5,5,51,"2/39",0,0
"LWS Kaluperuma ",1975,1982,4,4,208,137,2,68.5,3.95192307692308,104,"1/35",0,0
"SHT Kandamby ",2004,2014,39,9,174,173,2,86.5,5.96551724137931,87,"2/37",0,0
"CK Kapugedera ",2006,2017,102,10,264,225,2,112.5,5.11363636363636,132,"1/24",0,0
"VJ Kingma ",2014,2019,3,3,126,107,2,53.5,5.09523809523809,63,"1/47",0,0
"DB Kotze ",2003,2003,6,6,282,256,2,128,5.4468085106383,141,"1/32",0,0
"GJP Kruger ",2006,2006,3,3,138,139,2,69.5,6.04347826086957,69,"1/43",0,0
"NR Kumar ",2010,2014,16,2,66,63,2,31.5,5.72727272727273,33,"2/40",0,0
"Kushal Malla ",2020,2020,3,2,114,59,2,29.5,3.10526315789474,57,"1/29",0,0
"AV Lalcheta ",2019,2019,2,2,84,62,2,31,4.42857142857143,42,"2/35",0,0
"Liaqat Ali ",1977,1978,3,3,188,111,2,55.5,3.54255319148936,94,"1/41",0,0
"J Louw ",2008,2008,3,3,156,148,2,74,5.69230769230769,78,"1/45",0,0
"GD McKenzie ",1971,1971,1,1,60,22,2,11,2.2,30,"2/22",0,0
"W Madhevere ",2020,2020,3,3,120,115,2,57.5,5.75,60,"1/38",0,0
"Mansoor Akhtar ",1980,1990,41,9,138,110,2,55,4.78260869565217,69,"1/7",0,0
"GC Martin ",1994,1995,5,4,132,95,2,47.5,4.31818181818182,66,"1/15",0,0
"SC Meaker ",2011,2011,2,2,114,110,2,55,5.78947368421053,57,"1/45",0,0
"Mohammed Qasim ",2017,2017,5,3,120,71,2,35.5,3.55,60,"1/13",0,0
"Morshed Ali Khan ",1998,1998,3,3,138,85,2,42.5,3.69565217391304,69,"1/26",0,0
"PV Mpitsang ",1999,1999,2,2,60,63,2,31.5,6.3,30,"2/49",0,0
"J Mubarak ",2002,2013,40,8,129,95,2,47.5,4.41860465116279,64.5,"1/10",0,0
"SP Mukherjee ",1990,1991,3,3,174,98,2,49,3.37931034482759,87,"1/30",0,0
"MG Neser ",2018,2018,2,2,100,120,2,60,7.2,50,"2/46",0,0
"IA Nicolson ",2010,2010,2,2,72,118,2,59,9.83333333333333,36,"1/44",0,0
"KJ O'Keeffe ",1977,1977,2,2,132,79,2,39.5,3.59090909090909,66,"1/36",0,0
"DR O'Sullivan ",1974,1976,3,3,168,123,2,61.5,4.39285714285714,84,"1/38",0,0
"Parvez Rasool ",2014,2014,1,1,60,60,2,30,6,30,"2/60",0,0
"RR Patel ",2008,2014,39,7,168,135,2,67.5,4.82142857142857,84,"1/14",0,0
"R Pathan ",2013,2013,1,1,36,50,2,25,8.33333333333333,18,"2/50",0,0
"J Patraj ",2007,2007,2,2,90,76,2,38,5.06666666666667,45,"1/27",0,0
"HSM Pieris ",1975,1975,3,3,132,135,2,67.5,6.13636363636364,66,"2/68",0,0
"NV Radford ",1988,1988,6,6,348,230,2,115,3.96551724137931,174,"1/32",0,0
"P Raho ",2014,2014,1,1,45,32,2,16,4.26666666666667,22.5,"2/32",0,0
"WV Raman ",1988,1996,27,7,162,170,2,85,6.2962962962963,81,"1/23",0,0
"AN Ranasinghe ",1975,1982,9,8,324,281,2,140.5,5.2037037037037,162,"1/21",0,0
"NLK Ratnayake ",1989,1990,2,2,101,98,2,49,5.82178217821782,50.5,"1/39",0,0
"RA Reifer ",2019,2019,2,2,53,54,2,27,6.11320754716981,26.5,"2/23",0,0
"GJ Rennie ",1996,2003,40,4,90,75,2,37.5,5,45,"1/17",0,0
"CEB Rice ",1991,1991,3,3,138,114,2,57,4.95652173913043,69,"1/46",0,0
"EJ Richardson ",2013,2013,2,2,66,54,2,27,4.90909090909091,33,"2/39",0,0
"Rizwan Latif ",2004,2004,1,1,54,69,2,34.5,7.66666666666667,27,"2/69",0,0
"Robiul Islam ",2013,2013,3,3,133,117,2,58.5,5.2781954887218,66.5,"1/21",0,0
"LN Roche ",2018,2018,3,3,138,157,2,78.5,6.82608695652174,69,"1/54",0,0
"Rokhan Barakzai ",2015,2015,1,1,60,45,2,22.5,4.5,30,"2/45",0,0
"Saadat Ali ",1984,1984,8,2,27,29,2,14.5,6.44444444444444,13.5,"2/24",0,0
"Sadiq Mohammad ",1973,1980,19,2,38,26,2,13,4.10526315789474,19,"2/20",0,0
"Sajjad Akbar ",1990,1990,2,1,60,45,2,22.5,4.5,30,"2/45",0,0
"B Shikongo ",2020,2020,1,1,36,41,2,20.5,6.83333333333333,18,"2/41",0,0
"RB Simpson ",1978,1978,2,2,102,95,2,47.5,5.58823529411765,51,"2/30",0,0
"L Sipamla ",2020,2020,4,3,146,122,2,61,5.01369863013699,73,"1/40",0,0
"CL Smith ",1984,1984,4,2,36,28,2,14,4.66666666666667,18,"2/8",0,0
"Sohail Butt ",1994,1994,2,2,78,79,2,39.5,6.07692307692308,39,"2/52",0,0
"RW Staple ",2004,2004,2,1,60,76,2,38,7.6,30,"2/76",0,0
"PC Strydom ",2000,2000,10,7,252,206,2,103,4.90476190476191,126,"1/18",0,0
"T Taibu ",2001,2012,150,2,84,61,2,30.5,4.35714285714286,42,"2/42",0,0
"Tanvir Ahmed ",2011,2011,2,2,60,83,2,41.5,8.3,30,"1/38",0,0
"DC Thomas ",2009,2013,21,1,7,11,2,5.5,9.42857142857143,3.5,"2/11",0,0
"PIC Thompson ",1997,1997,2,2,114,110,2,55,5.78947368421053,57,"1/46",0,0
"GP Thorpe ",1993,2002,82,5,120,97,2,48.5,4.85,60,"2/15",0,0
"IJL Trott ",2009,2013,68,10,183,166,2,83,5.44262295081967,91.5,"2/31",0,0
"CM Tuckett ",1998,1998,1,1,48,41,2,20.5,5.125,24,"2/41",0,0
"M van Jaarsveld ",2002,2004,11,2,31,18,2,9,3.48387096774194,15.5,"1/0",0,0
"M Venkataramana ",1988,1988,1,1,60,36,2,18,3.6,30,"2/36",0,0
"C Viljoen ",2019,2019,2,2,30,14,2,7,2.8,15,"2/6",0,0
"KP Walmsley ",2003,2003,2,2,120,117,2,58.5,5.85,60,"1/53",0,0
"GD Watson ",1972,1972,2,1,48,28,2,14,3.5,24,"2/28",0,0
"DS Wesonga ",2010,2011,4,1,42,28,2,14,4,21,"2/28",0,0
"RK Whelan ",2007,2007,2,2,90,99,2,49.5,6.6,45,"1/43",0,0
"CM Willoughby ",2000,2003,3,3,168,148,2,74,5.28571428571429,84,"2/39",0,0
"Yamin Ahmadzai ",2015,2019,4,4,160,139,2,69.5,5.2125,80,"1/23",0,0
"Zafar Gohar ",2015,2015,1,1,60,54,2,27,5.4,30,"2/54",0,0
"Zahid Hussain ",2011,2011,2,2,120,94,2,47,4.7,60,"1/37",0,0
"MZ Zahir ",2009,2009,1,1,30,35,2,17.5,7,15,"2/35",0,0
"Zahir Khan ",2019,2019,1,1,60,55,2,27.5,5.5,30,"2/55",0,0
"Aamer Hameed ",1977,1978,2,2,88,38,1,38,2.59090909090909,88,"1/32",0,0
"SA Abbott ",2014,2014,1,1,30,25,1,25,5,30,"1/25",0,0
"Afif Hossain ",2020,2020,1,1,12,12,1,12,6,12,"1/12",0,0
"Ahmed Kamal ",1999,1999,1,1,30,39,1,39,7.8,30,"1/39",0,0
"GW Aldridge ",2011,2011,2,2,114,98,1,98,5.15789473684211,114,"1/45",0,0
"Ali Khan ",2019,2019,1,1,30,23,1,23,4.6,30,"1/23",0,0
"Aminul Islam jnr ",1999,1999,1,1,30,33,1,33,6.6,30,"1/33",0,0
"Arshad Ali ",2004,2008,4,3,102,105,1,105,6.17647058823529,102,"1/5",0,0
"Arshad Laeeq ",1994,1996,6,6,198,198,1,198,6,198,"1/25",0,0
"B Arun ",1986,1987,4,4,102,103,1,103,6.05882352941176,102,"1/43",0,0
"Asim Saeed ",2004,2004,2,2,54,40,1,40,4.44444444444444,54,"1/25",0,0
"KMC Bandara ",2016,2016,1,1,60,83,1,83,8.3,60,"1/83",0,0
"Basil Hameed ",2019,2020,6,2,18,15,1,15,5,18,"1/10",0,0
"Basit Ali ",1993,1996,50,2,30,21,1,21,4.2,30,"1/17",0,0
"RR Beaton ",2017,2017,2,2,102,102,1,102,6,102,"1/60",0,0
"JE Benjamin ",1994,1995,2,2,72,47,1,47,3.91666666666667,72,"1/22",0,0
"K Birkenstock ",2019,2020,8,1,6,5,1,5,5,6,"1/5",0,0
"BR Blair ",1982,1986,14,2,30,34,1,34,6.8,30,"1/7",0,0
"GK Bose ",1974,1974,1,1,66,39,1,39,3.54545454545455,66,"1/39",0,0
"BP Bracewell ",1978,1978,1,1,66,41,1,41,3.72727272727273,66,"1/41",0,0
"KC Brathwaite ",2016,2017,10,5,152,140,1,140,5.52631578947368,152,"1/56",0,0
"VR Brown ",1988,1988,3,2,66,75,1,75,6.81818181818182,66,"1/24",0,0
"DE Budge ",2018,2019,3,2,36,26,1,26,4.33333333333333,36,"1/21",0,0
"MG Burgess ",1973,1981,26,3,74,69,1,69,5.59459459459459,74,"1/10",0,0
"RG Callender ",1979,1979,2,2,54,26,1,26,2.88888888888889,54,"1/14",0,0
"LOB Cann ",2006,2009,26,4,100,129,1,129,7.74,100,"1/34",0,0
"SJ Chalmers ",2009,2009,2,2,60,49,1,49,4.9,60,"1/34",0,0
"S Chattergoon ",2006,2009,18,4,80,48,1,48,3.6,80,"1/1",0,0
"MT Chinouya ",2013,2013,2,2,66,50,1,50,4.54545454545455,66,"1/36",0,0
"KJ Coetzer ",2008,2019,59,7,179,203,1,203,6.80446927374302,179,"1/35",0,0
"MJ Cosgrove ",2006,2006,3,2,30,13,1,13,2.6,30,"1/1",0,0
"CJ Dala ",2018,2018,2,2,102,121,1,121,7.11764705882353,102,"1/57",0,0
"Dawlat Ahmadzai ",2009,2010,3,3,112,121,1,121,6.48214285714286,112,"1/40",0,0
"TN de Grooth ",2006,2013,34,1,6,2,1,2,2,6,"1/2",0,0
"BFW de Leede ",2018,2019,3,2,23,15,1,15,3.91304347826087,23,"1/3",0,0
"JL Denly ",2009,2020,16,4,102,101,1,101,5.94117647058824,102,"1/24",0,0
"R Dhawan ",2016,2016,3,3,150,160,1,160,6.4,150,"1/74",0,0
"MS Dhoni ",2004,2019,350,2,36,31,1,31,5.16666666666667,36,"1/14",0,0
"DM Dupavillon ",2020,2020,1,1,36,21,1,21,3.5,36,"1/21",0,0
"PS Eaglestone ",2008,2008,1,1,42,60,1,60,8.57142857142857,42,"1/60",0,0
"GN Edwards ",1976,1981,6,1,6,5,1,5,5,6,"1/5",0,0
"Faisal Hossain ",2004,2010,6,2,73,53,1,53,4.35616438356164,73,"1/27",0,0
"Fakhar Zaman ",2017,2019,46,7,135,111,1,111,4.93333333333333,135,"1/19",0,0
"TL Fernando ",1989,1989,1,1,18,16,1,16,5.33333333333333,18,"1/16",0,0
"SP Fleming ",1994,2007,280,3,29,28,1,28,5.79310344827586,29,"1/8",0,0
"MJ Fourie ",2007,2008,7,5,179,128,1,128,4.29050279329609,179,"1/33",0,0
"AN French ",2004,2004,2,2,72,67,1,67,5.58333333333333,72,"1/51",0,0
"AD Gaekwad ",1975,1987,15,1,48,39,1,39,4.875,48,"1/39",0,0
"D Ganesh ",1997,1997,1,1,30,20,1,20,4,30,"1/20",0,0
"TN Garwe ",2009,2009,1,1,36,50,1,50,8.33333333333333,36,"1/50",0,0
"RS Gavaskar ",2004,2004,11,2,72,74,1,74,6.16666666666667,72,"1/56",0,0
"SM Gavaskar ",1974,1987,108,4,20,25,1,25,7.5,20,"1/10",0,0
"BD Glover ",2019,2019,1,1,60,37,1,37,3.7,60,"1/37",0,0
"Y Goonasekera ",1983,1983,3,2,36,35,1,35,5.83333333333333,36,"1/24",0,0
"EL Gouka ",1996,1996,3,2,22,51,1,51,13.9090909090909,22,"1/32",0,0
"VD Grandia ",2002,2002,1,1,30,40,1,40,8,30,"1/40",0,0
"CG Greenidge ",1975,1991,128,2,60,45,1,45,4.5,60,"1/21",0,0
"RD Gudhka ",2011,2011,2,2,78,60,1,60,4.61538461538461,78,"1/41",0,0
"Habibul Bashar ",1995,2007,111,6,175,142,1,142,4.86857142857143,175,"1/31",0,0
"LJ Hamilton ",2005,2005,2,2,108,143,1,143,7.94444444444444,108,"1/76",0,0
"JR Hammond ",1972,1972,1,1,54,41,1,41,4.55555555555556,54,"1/41",0,0
"MJ Haslam ",1992,1992,1,1,30,28,1,28,5.6,30,"1/28",0,0
"DL Hemp ",2006,2009,22,4,114,119,1,119,6.26315789473684,114,"1/25",0,0
"RR Hendricks ",2018,2020,21,3,42,47,1,47,6.71428571428571,42,"1/13",0,0
"BJ Hodge ",2005,2007,25,3,66,51,1,51,4.63636363636364,66,"1/17",0,0
"DW Hookes ",1977,1986,39,3,29,28,1,28,5.79310344827586,29,"1/2",0,0
"DL Houghton ",1983,1997,63,1,12,19,1,19,9.5,12,"1/19",0,0
"EH Hutchinson ",2019,2020,6,5,150,120,1,120,4.8,150,"1/20",0,0
"Iftikhar Ahmed ",2015,2019,4,4,138,101,1,101,4.39130434782609,138,"1/31",0,0
"Ijaz Ahmed jnr ",1997,1997,2,2,30,25,1,25,5,30,"1/9",0,0
"Imran Nazir ",1999,2009,79,4,49,48,1,48,5.87755102040816,49,"1/3",0,0
"F Jansen ",1996,1996,2,2,54,62,1,62,6.88888888888889,54,"1/40",0,0
"PS Jayaprakashdaran ",2005,2005,1,1,36,21,1,21,3.5,36,"1/21",0,0
"TE Jesty ",1983,1983,10,4,108,93,1,93,5.16666666666667,108,"1/23",0,0
"Joginder Sharma ",2004,2007,4,4,150,115,1,115,4.6,150,"1/28",0,0
"HR Johnson ",2004,2004,2,2,60,69,1,69,6.9,60,"1/26",0,0
"S Jyoti ",2006,2010,14,4,120,90,1,90,4.5,120,"1/26",0,0
"VG Kambli ",1991,2000,104,1,4,7,1,7,10.5,4,"1/7",0,0
"Kashif Raza ",2001,2001,1,1,30,36,1,36,7.2,30,"1/36",0,0
"GE Kidd ",2007,2008,6,5,216,172,1,172,4.77777777777778,216,"1/27",0,0
"R Lamba ",1986,1989,32,3,19,20,1,20,6.31578947368421,19,"1/9",0,0
"D Lloyd ",1973,1980,8,1,12,3,1,3,1.5,12,"1/3",0,0
"JL Louw ",2003,2003,1,1,60,60,1,60,6,60,"1/60",0,0
"S Mahmood ",2020,2020,1,1,30,17,1,17,3.4,30,"1/17",0,0
"SV Manjrekar ",1988,1996,74,3,8,10,1,10,7.5,8,"1/2",0,0
"AV Mankad ",1974,1974,1,1,35,47,1,47,8.05714285714286,35,"1/47",0,0
"Mansoor Amjad ",2008,2008,1,1,48,44,1,44,5.5,48,"1/44",0,0
"AW Mathieson ",2015,2015,1,1,24,40,1,40,10,24,"1/40",0,0
"DES Maxwell ",2006,2007,10,3,72,70,1,70,5.83333333333333,72,"1/23",0,0
"PHKD Mendis ",2019,2019,2,2,84,79,1,79,5.64285714285714,84,"1/45",0,0
"T Mishra ",2006,2013,42,2,9,12,1,12,8,9,"1/6",0,0
"Mohammad Abbas ",2019,2019,3,3,162,153,1,153,5.66666666666667,162,"1/44",0,0
"Mohammad Yousuf ",1998,2010,288,2,2,1,1,1,3,2,"1/0",0,0
"Mohsin Khan ",1977,1986,75,2,12,5,1,5,2.5,12,"1/2",0,0
"Mujahid Jamshed ",1997,1997,4,1,24,6,1,6,1.5,24,"1/6",0,0
"W Mwayenga ",2002,2004,3,3,126,157,1,157,7.47619047619048,126,"1/61",0,0
"J Nagenda ",1975,1975,1,1,54,50,1,50,5.55555555555556,54,"1/50",0,0
"PG Nana ",1975,1975,3,3,173,116,1,116,4.02312138728324,173,"1/34",0,0
"DP Nannes ",2009,2009,1,1,42,20,1,20,2.85714285714286,42,"1/20",0,0
"SV Nayak ",1981,1982,4,4,222,161,1,161,4.35135135135135,222,"1/51",0,0
"A Ndlovu ",2019,2019,2,2,102,80,1,80,4.70588235294118,102,"1/29",0,0
"Neeyamur Rashid ",1999,1999,2,2,78,66,1,66,5.07692307692308,78,"1/46",0,0
"A Neill ",2019,2019,1,1,55,24,1,24,2.61818181818182,55,"1/24",0,0
"AA Noffke ",2008,2008,1,1,54,46,1,46,5.11111111111111,54,"1/46",0,0
"SD Outerbridge ",2006,2009,23,7,120,94,1,94,4.7,120,"1/11",0,0
"JS Paris ",2016,2016,2,2,96,93,1,93,5.8125,96,"1/40",0,0
"JM Parker ",1974,1981,24,1,16,10,1,10,3.75,16,"1/10",0,0
"AJ Penn ",1997,2001,5,5,159,201,1,201,7.58490566037736,159,"1/50",0,0
"N Phillip ",1978,1978,1,1,42,22,1,22,3.14285714285714,42,"1/22",0,0
"K Pierre ",2019,2020,3,3,156,158,1,158,6.07692307692308,156,"1/50",0,0
"PM Pushpakumara ",2017,2017,2,2,114,105,1,105,5.52631578947368,114,"1/40",0,0
"S Ramesh ",1999,1999,24,3,36,38,1,38,6.33333333333333,36,"1/23",0,0
"N Ranatunga ",1993,1993,2,2,102,82,1,82,4.82352941176471,102,"1/33",0,0
"SHA Rance ",2017,2017,2,2,105,110,1,110,6.28571428571429,105,"1/44",0,0
"U Ranchod ",1992,1993,3,3,174,130,1,130,4.48275862068965,174,"1/44",0,0
"DW Randall ",1976,1985,49,1,2,2,1,2,6,2,"1/2",0,0
"Randhir Singh ",1981,1983,2,2,72,48,1,48,4,72,"1/30",0,0
"SS Raul ",1998,1998,2,2,36,27,1,27,4.5,36,"1/13",0,0
"Raza-ur-Rehman ",2013,2014,6,5,122,128,1,128,6.29508196721312,122,"1/59",0,0
"Raza Hasan ",2014,2014,1,1,60,68,1,68,6.8,60,"1/68",0,0
"V Razdan ",1989,1990,3,3,84,77,1,77,5.5,84,"1/37",0,0
"CA Reid ",2004,2004,2,2,78,63,1,63,4.84615384615385,78,"1/37",0,0
"RB Reid ",1988,1991,9,1,7,13,1,13,11.1428571428571,7,"1/13",0,0
"RB Richardson ",1983,1996,224,6,58,46,1,46,4.75862068965517,58,"1/4",0,0
"ADG Roberts ",1976,1976,1,1,56,30,1,30,3.21428571428571,56,"1/30",0,0
"RJ Robinson ",2007,2009,3,3,138,170,1,170,7.39130434782609,138,"1/57",0,0
"TS Roland-Jones ",2017,2017,1,1,42,34,1,34,4.85714285714286,42,"1/34",0,0
"LC Romero ",2004,2004,2,1,24,52,1,52,13,24,"1/52",0,0
"RR Rossouw ",2014,2016,36,3,45,44,1,44,5.86666666666667,45,"1/17",0,0
"Sameer Zia ",2004,2004,1,1,60,44,1,44,4.4,60,"1/44",0,0
"Saqib Ali ",2008,2014,5,2,60,57,1,57,5.7,60,"1/44",0,0
"Saqib Zulfiqar ",2019,2019,1,1,42,49,1,49,7,42,"1/49",0,0
"Sayed Shirzad ",2019,2019,2,1,48,56,1,56,7,48,"1/56",0,0
"BN Schultz ",1992,1992,1,1,54,35,1,35,3.88888888888889,54,"1/35",0,0
"BB Seebaran ",2003,2003,4,3,108,130,1,130,7.22222222222222,108,"1/61",0,0
"RK Sethi ",1975,1975,3,3,120,100,1,100,5,120,"1/51",0,0
"Shehzad Altaf ",1996,1996,2,2,78,37,1,37,2.84615384615385,78,"1/15",0,0
"Shakeel Khan ",1987,1987,1,1,54,50,1,50,5.55555555555556,54,"1/50",0,0
"M Shezi ",2014,2014,1,1,36,8,1,8,1.33333333333333,36,"1/8",0,0
"LR Shukla ",1999,1999,3,3,114,94,1,94,4.94736842105263,114,"1/25",0,0
"K Shuttleworth ",1971,1971,1,1,56,29,1,29,3.10714285714286,56,"1/29",0,0
"LPC Silva ",1999,2011,75,2,42,33,1,33,4.71428571428571,42,"1/21",0,0
"LMP Simmons ",2006,2015,68,12,156,172,1,172,6.61538461538461,156,"1/3",0,0
"RP Singh ",1986,1986,2,2,82,77,1,77,5.63414634146342,82,"1/58",0,0
"MA Small ",1984,1984,2,2,84,54,1,54,3.85714285714286,84,"1/40",0,0
"RAJ Smith ",2016,2016,2,2,90,97,1,97,6.46666666666667,90,"1/34",0,0
"S Snater ",2018,2018,2,2,71,63,1,63,5.32394366197183,71,"1/41",0,0
"GS Sobers ",1973,1973,1,1,63,31,1,31,2.95238095238095,63,"1/31",0,0
"Sohaib Maqsood ",2013,2016,26,4,54,42,1,42,4.66666666666667,54,"1/16",0,0
"VS Solanki ",2000,2006,51,7,111,105,1,105,5.67567567567568,111,"1/17",0,0
"OP Stone ",2018,2018,4,3,96,97,1,97,6.0625,96,"1/23",0,0
"GM Strydom ",2006,2006,12,4,66,61,1,61,5.54545454545455,66,"1/28",0,0
"R Strydom ",2008,2008,9,1,48,63,1,63,7.875,48,"1/63",0,0
"Subashis Roy ",2016,2016,1,1,60,45,1,45,4.5,60,"1/45",0,0
"Syed Maqsood ",2004,2004,2,2,66,84,1,84,7.63636363636364,66,"1/60",0,0
"Tanvir Mehdi ",1992,1992,1,1,66,72,1,72,6.54545454545455,66,"1/72",0,0
"Taufeeq Umar ",2001,2011,22,3,72,85,1,85,7.08333333333333,72,"1/49",0,0
"GJ Thompson ",2008,2008,3,3,72,73,1,73,6.08333333333333,72,"1/35",0,0
"AL Thomson ",1971,1971,1,1,64,22,1,22,2.0625,64,"1/22",0,0
"CK Tshuma ",2020,2020,2,2,66,83,1,83,7.54545454545455,66,"1/35",0,0
"Tushar Imran ",2001,2007,41,5,126,103,1,103,4.90476190476191,126,"1/24",0,0
"Umair Ali ",2015,2015,2,2,108,125,1,125,6.94444444444444,108,"1/65",0,0
