"","Player","Innings","Runs","BallsFaced","Hundreds"
"2026","EA Essop-Adam ",1,14,15,0
"2027","SKW Kelly ",6,14,31,0
"2028","LD Madushanka ",4,14,26,0
"2029","AA Mallett ",3,14,36,0
"2030","Mohammad Akram ",9,14,34,0
"2031","Nadeem Ghauri ",3,14,25,0
"2032","R Ngarava ",6,14,30,0
"2033","IA Nicolson ",2,14,22,0
"2034","D Soraine ",4,14,20,0
"2035","GE Vivian ",1,14,30,0
"2036","LJ Woodcock ",2,14,22,0
"2037","Zahid Razzak ",3,14,44,0
"2038","Aamer Nazir ",3,13,20,0
"2039","Aamir Kaleem ",1,13,16,0
"2040","JC Archer ",7,13,22,0
"2041","Asad Ali ",2,13,16,0
"2042","LS Baker ",4,13,23,0
"2043","MD Bates ",1,13,10,0
"2044","GA Bishop ",2,13,44,0
"2045","A Bohara ",2,13,14,0
"2046","GK Bose ",1,13,18,0
"2047","NG Cowans ",8,13,29,0
"2048","HT Davis ",6,13,33,0
"2049","RR Emrit ",2,13,35,0
"2050","Gurkeerat Singh ",3,13,13,0
"2051","RL Hayes ",1,13,25,0
"2052","RO Hurley ",4,13,32,0
"2053","D Joseph ",3,13,24,0
"2054","JJ Krejza ",2,13,23,0
"2055","AMN Munasinghe ",4,13,52,0
"2056","B Regmi ",4,13,47,0
"2057","S Seeraj ",1,13,12,0
"2058","O Thomas ",10,13,53,0
"2059","Usman Salahuddin ",2,13,28,0
"2060","Zaheer Maqsood ",2,13,46,0
"2061","Asim Saeed ",2,12,19,0
"2062","DM Basden ",2,12,39,0
"2063","GK Bruk-Jackson ",1,12,33,0
"2064","Danish Kaneria ",10,12,22,0
"2065","IC Davis ",3,12,35,0
"2066","RP de Groen ",8,12,36,0
"2067","AM de Silva ",2,12,24,0
"2068","R Dhawan ",2,12,13,0
"2069","Enamul Haque jnr ",5,12,19,0
"2070","M Hayward ",5,12,28,0
"2071","Imtiaz Abbasi ",6,12,38,0
"2072","Javed Qadeer ",1,12,23,0
"2073","TJ Jenner ",1,12,25,0
"2074","AJ McKay ",10,12,47,0
"2075","PS Mehta ",1,12,41,0
"2076","KP Meiyappan ",2,12,18,0
"2077","PJK Mooney ",3,12,9,0
"2078","T Muzarabani ",7,12,40,0
"2079","Naeemuddin Aslam ",2,12,31,0
"2080","TS Nethula ",3,12,11,0
"2081","Noor-ul-Haq ",2,12,58,0
"2082","EJ Richardson ",1,12,18,0
"2083","P Sarraf ",2,12,18,0
"2084","S Snater ",2,12,14,0
"2085","Abul Hasan ",3,11,16,0
"2086","Ahmed Kamal ",1,11,19,0
"2087","MJD Allingham ",3,11,96,0
"2088","Arshad Pervez ",2,11,47,0
"2089","J Blackwood ",2,11,23,0
"2090","LJ Burger ",6,11,62,0
"2091","SF Burger ",2,11,20,0
"2092","PH Carlson ",2,11,30,0
"2093","BS Chandrasekhar ",1,11,13,0
"2094","PA Emery ",1,11,13,0
"2095","Haafiz Shahid ",3,11,23,0
"2096","GW Humpage ",2,11,24,0
"2097","Jasdeep Singh ",3,11,39,0
"2098","NGRP Jayasuriya ",2,11,13,0
"2099","SMS Kaluperuma ",2,11,41,0
"2100","SC Kuggeleijn ",1,11,6,0
"2101","NM Kulkarni ",5,11,20,0
"2102","JA Maclean ",1,11,33,0
"2103","PM Pushpakumara ",2,11,26,0
"2104","B Reddy ",2,11,20,0
"2105","Saad Ali ",2,11,23,0
"2106","G Sharma ",2,11,24,0
"2107","R Sharma ",2,11,24,0
"2108","FJ Titmus ",1,11,32,0
"2109","GD Watson ",2,11,16,0
"2110","JG Williamson ",2,11,35,0
"2111","Zahid Shah ",2,11,20,0
"2112","TR Ambrose ",5,10,34,0
"2113","MA Aponso ",7,10,45,0
"2114","Asif Masood ",3,10,17,0
"2115","HK Bennett ",7,10,35,0
"2116","D Brown ",2,10,20,0
"2117","ML Cummins ",3,10,27,0
"2118","DLS de Silva ",1,10,35,0
"2119","JJ Esmeijer ",5,10,43,0
"2120","B Geeves ",2,10,11,0
"2121","W Jaffer ",2,10,23,0
"2122","Kabir Khan ",5,10,25,0
"2123","AV Kale ",1,10,22,0
"2124","NJ MacRae ",2,10,36,0
"2125","CA Marshall ",2,10,41,0
"2126","A Martin ",6,10,29,0
"2127","BMW Patterson ",3,10,43,0
"2128","Shabbir Ahmed ",11,10,29,0
"2129","Shariful Haque ",1,10,6,0
"2130","L Sipamla ",1,10,14,0
"2131","RAJ Smith ",1,10,6,0
"2132","TE Srinivasan ",2,10,35,0
"2133","MP Stead ",2,10,45,0
"2134","GC Tonge ",4,10,16,0
"2135","MDJ Walker ",1,10,6,0
"2136","WA Wisneski ",2,10,17,0
"2137","AK Zesers ",2,10,14,0
"2138","KK Ahmed ",3,9,17,0
"2139","KS Airee ",1,9,6,0
"2140","MJ Bennett ",4,9,21,0
"2141","Bilal Khan ",4,9,11,0
"2142","SM Boland ",4,9,22,0
"2143","CE Bulfin ",2,9,8,0
"2144","SJ Cameron ",2,9,13,0
"2145","SJ Chalmers ",1,9,14,0
"2146","NA David ",2,9,10,0
"2147","GN de Silva ",2,9,18,0
"2148","GRA de Silva ",4,9,33,0
"2149","DR Doshi ",5,9,20,0
"2150","CJ Drum ",2,9,22,0
"2151","S Dube ",1,9,6,0
"2152","Fahad Usman ",2,9,18,0
"2153","Faisal Athar ",1,9,38,0
"2154","SP Gauchan ",1,9,44,0
"2155","MJ Haslam ",1,9,18,0
"2156","AG Huckle ",8,9,16,0
"2157","HR Johnson ",2,9,20,0
"2158","Karim Janat ",1,9,33,0
"2159","JB Little ",2,9,8,0
"2160","DE Malcolm ",5,9,11,0
"2161","Mohammad Salim ",1,9,24,0
"2162","PG Nana ",3,9,45,0
"2163","Naveen-ul-Haq ",3,9,21,0
"2164","A Nortje ",2,9,19,0
"2165","Qadeer Ahmed ",6,9,31,0
"2166","LS Rajput ",4,9,31,0
"2167","Rashid Zia ",2,9,57,0
"2168","BM Scholtz ",4,9,32,0
"2169","JA Snow ",4,9,41,0
"2170","OP Stone ",1,9,7,0
"2171","GP Sulzberger ",2,9,15,0
"2172","AJ Tudor ",2,9,11,0
"2173","VB van Jaarsveld ",2,9,15,0
"2174","Zahid Hussain ",2,9,31,0
"2175","VR Aaron ",3,8,15,0
"2176","Asif Iqbal (1) ",1,8,8,0
"2177","RA Austin ",1,8,13,0
"2178","BS Browne ",3,8,24,0
"2179","CJ Dala ",2,8,6,0
"2180","H Davids ",2,8,24,0
"2181","PA Desai ",8,8,55,0
"2182","R Dhanraj ",2,8,32,0
"2183","P Dharmani ",1,8,8,0
"2184","TL Fernando ",1,8,6,0
"2185","JC Gamage ",2,8,9,0
"2186","Gholam Nousher ",3,8,16,0
"2187","Hafizur Rahman ",1,8,24,0
"2188","ND Hirwani ",7,8,29,0
"2189","KH Butt ",2,8,28,0
"2190","ACI Lock ",3,8,20,0
"2191","MA Lynch ",3,8,32,0
"2192","CS Martin ",7,8,27,0
"2193","EZ Matambanadzo ",5,8,33,0
"2194","MG Neser ",2,8,16,0
"2195","PDRL Perera ",7,8,18,0
"2196","Rahat Ali ",7,8,37,0
"2197","SS Raul ",2,8,14,0
"2198","CA Reid ",2,8,17,0
"2199","RL Sanghvi ",2,8,11,0
"2200","VRV Singh ",1,8,13,0
"2201","Sohail Butt ",2,8,14,0
"2202","DS Steele ",1,8,12,0
"2203","DM Vonhagt ",1,8,17,0
"2204","HS Williams ",2,8,11,0
"2205","NP Kenjige ",3,7,6,0
"2206","Afif Hossain ",1,7,4,0
"2207","RW Ali ",3,7,28,0
"2208","J Cameron-Dow ",1,7,10,0
"2209","KG Duers ",2,7,20,0
"2210","Fazl-e-Akbar ",1,7,8,0
"2211","WCA Ganegama ",2,7,9,0
"2212","DM Gondaria ",2,7,45,0
"2213","JOA Gordon ",4,7,28,0
"2214","VR Hogg ",1,7,19,0
"2215","AG Hurst ",4,7,19,0
"2216","Izatullah Dawlatzai ",3,7,27,0
"2217","SD Jack ",2,7,8,0
"2218","Jahangir Alam Talukdar ",1,7,16,0
"2219","MKGCP Lakshitha ",2,7,12,0
"2220","Liaqat Ali ",1,7,31,0
"2221","DSK Madushanka ",1,7,6,0
"2222","GA Manou ",1,7,6,0
"2223","PL Mhambrey ",1,7,5,0
"2224","EA Moseley ",6,7,15,0
"2225","JK Moss ",1,7,16,0
"2226","Nazmul Islam ",1,7,13,0
"2227","M Pushpakumara ",1,7,19,0
"2228","RA Reifer ",1,7,12,0
"2229","IDK Salisbury ",2,7,12,0
"2230","K Shuttleworth ",1,7,19,0
"2231","EHSN Silva ",1,7,13,0
"2232","NA Statham ",3,7,50,0
"2233","RJW Topley ",5,7,40,0
"2234","RF van Oosterom ",3,7,27,0
"2235","SG Whittingham ",4,7,17,0
"2236","T Yohannan ",2,7,11,0
"2237","MKDI Amerasinghe ",4,6,9,0
"2238","Bhupinder Singh snr ",1,6,13,0
"2239","IW Callen ",3,6,13,0
"2240","GD Campbell ",3,6,19,0
"2241","U Chatterjee ",2,6,30,0
"2242","MT Chinouya ",2,6,8,0
"2243","WP Diepeveen ",1,6,7,0
"2244","SO Dowrich ",1,6,8,0
"2245","CE Eksteen ",2,6,25,0
"2246","Fahim Muntasir ",3,6,17,0
"2247","AP Grayson ",2,6,13,0
"2248","Harilal Shah ",3,6,56,0
"2249","Harvinder Singh ",5,6,19,0
"2250","M Hendrick ",10,6,22,0
"2251","CC Henry ",2,6,14,0
"2252","P Krishnamurthy ",1,6,13,0
"2253","MJ North ",2,6,19,0
"2254","LN Oluoch ",2,6,6,0
"2255","AK Patel ",2,6,11,0
"2256","DB Rundle ",2,6,11,0
"2257","Usman Shinwari ",4,6,7,0
"2258","RJ Webb ",1,6,10,0
"2259","DJ Worrall ",1,6,4,0
"2260","Aijaz Ali ",2,5,11,0
"2261","Badal Singh ",1,5,12,0
"2262","RT Crandon ",1,5,9,0
"2263","N Fernandes ",1,5,13,0
"2264","BE Hendricks ",2,5,14,0
"2265","R Illingworth ",2,5,18,0
"2266","Jalal-ud-Din ",2,5,5,0
"2267","Jubair Hossain ",1,5,9,0
"2268","Junaid Siddique ",4,5,17,0
"2269","Khalid Khan ",2,5,8,0
"2270","H McLeod ",2,5,10,0
"2271","Mansoor Amjad ",1,5,10,0
"2272","Maqsood Rana ",1,5,13,0
"2273","Najeeb Tarakai ",1,5,18,0
"2274","Naumanullah ",1,5,4,0
"2275","Neeyamur Rashid ",2,5,5,0
"2276","DJ Pringle ",2,5,15,0
"2277","LN Rajbanshi ",2,5,20,0
"2278","D Ramnarine ",3,5,13,0
"2279","Sajjad Akbar ",1,5,9,0
"2280","L Sivaramakrishnan ",4,5,24,0
"2281","G Snyman ",4,5,9,0
"2282","Talha Jubair ",5,5,15,0
"2283","Tanbir Hayder ",2,5,16,0
"2284","DJ Terbrugge ",2,5,14,0
"2285","RK Whelan ",2,5,12,0
"2286","Zawar Farid ",1,5,15,0
"2287","Al-Amin Hossain ",7,4,20,0
"2288","LS Bhandari ",1,4,9,0
"2289","MI Black ",2,4,14,0
"2290","PS Eaglestone ",1,4,3,0
"2291","Fawad Ahmed ",1,4,2,0
"2292","PJ Franks ",1,4,17,0
"2293","PLS Gamage ",5,4,27,0
"2294","D Ganesh ",1,4,8,0
"2295","WT Gavera ",1,4,6,0
"2296","Z Groenewald ",2,4,19,0
"2297","Gursharan Singh ",1,4,10,0
"2298","SD Heazlett ",1,4,11,0
"2299","Jahangir Alam ",3,4,22,0
"2300","ML Lewis ",1,4,4,0
"2301","CH Lonsdale ",1,4,28,0
"2302","Mohammad Nazir ",3,4,16,0
"2303","GK Pandey ",2,4,11,0
"2304","PI Pocock ",1,4,9,0
"2305","LN Roche ",2,4,10,0
"2306","AM Salvi ",3,4,14,0
"2307","Samiur Rahman ",2,4,7,0
"2308","BB Seebaran ",3,4,13,0
"2309","Shahzad Khan ",1,4,12,0
"2310","B Stanlake ",5,4,28,0
"2311","RW Staple ",2,4,11,0
"2312","PJR Steyn ",1,4,14,0
"2313","R Sudhakar Rao ",1,4,14,0
"2314","S Sumar ",1,4,11,0
"2315","Tanveer Ahmed ",4,4,11,0
"2316","VAB Tewarie ",1,4,22,0
"2317","GS Trimble ",2,4,5,0
"2318","T van der Gugten ",2,4,6,0
"2319","SL Watkin ",2,4,23,0
"2320","UWMBCA Welegedara ",3,4,9,0
"2321","RPAH Wickramaratne ",2,4,6,0
"2322","P Wilson ",5,4,13,0
"2323","M Zondeki ",3,4,5,0
"2324","SA Abbott ",1,3,7,0
"2325","Abdullah Mazari ",1,3,16,0
"2326","Ali Khan ",1,3,11,0
"2327","CR Amini ",1,3,3,0
"2328","RA Bhatti ",1,3,4,0
"2329","JWHD Boteju ",2,3,11,0
"2330","NR Dyer ",4,3,14,0
"2331","D Gamage ",2,3,10,0
"2332","LJ Hamilton ",2,3,6,0
"2333","RT Hart ",1,3,29,0
"2334","PD Heyn ",2,3,20,0
"2335","Ijaz Ahmed jnr ",1,3,2,0
"2336","CK Kruger ",2,3,20,0
"2337","Mahbubur Rahman ",1,3,8,0
"2338","Mazharul Haque ",1,3,18,0
"2339","MC Mendis ",1,3,2,0
"2340","DJ Murray ",1,3,17,0
"2341","SV Nayak ",1,3,19,0
"2342","IE O'Brien ",2,3,11,0
"2343","Pankaj Singh ",1,3,3,0
"2344","JM Patel ",3,3,23,0
"2345","MJ Petrie ",2,3,18,0
"2346","GD Porter ",1,3,9,0
"2347","U Ranchod ",1,3,6,0
"2348","RE Redmond ",1,3,11,0
"2349","Sagar Pun ",1,3,20,0
"2350","A Shamshudeen ",1,3,28,0
"2351","CEL Stuart ",1,3,13,0
"2352","Usman Mushtaq ",1,3,7,0
"2353","JN Valentine ",2,3,17,0
"2354","CJPG van Zyl ",2,3,11,0
"2355","Yamin Ahmadzai ",2,3,19,0
"2356","Zahid Ahmed ",2,3,13,0
"2357","MZ Zahir ",1,3,13,0
"2358","Zakiullah Zaki ",1,3,22,0
"2359","JP Agnew ",1,2,3,0
"2360","Ahmed Shah ",1,2,10,0
"2361","Anisur Rahman ",2,2,11,0
"2362","HWR Cartwright ",2,2,23,0
"2363","DJ Cullen ",1,2,3,0
"2364","BR Dorey ",1,2,8,0
"2365","WJ Edwards ",1,2,14,0
"2366","Elias Sunny ",4,2,11,0
"2367","Fahad Nawaz ",2,2,10,0
"2368","PG Gillespie ",4,2,14,0
"2369","AAW Gunawardena ",1,2,10,0
"2370","R Hekure ",1,2,8,0
"2371","KC Hodsoll ",2,2,7,0
"2372","Hussain Talat ",1,2,14,0
"2373","Ibrahim Zadran ",1,2,9,0
"2374","Irfan Sajid ",1,2,5,0
"2375","Junaid Zia ",2,2,7,0
"2376","Kaleemullah ",3,2,7,0
"2377","K Kamyuka ",1,2,2,0
"2378","Kashif Raza ",1,2,2,0
"2379","RJ Kirtley ",2,2,11,0
"2380","Masood Iqbal ",1,2,2,0
"2381","SC Meaker ",2,2,16,0
"2382","DWO Morgan ",2,2,11,0
"2383","Morshed Ali Khan ",1,2,4,0
"2384","SP Mukherjee ",1,2,2,0
"2385","Nadeem Khan ",1,2,3,0
"2386","Nasir Javed ",1,2,19,0
"2387","DR O'Sullivan ",2,2,5,0
"2388","R Pathan ",1,2,9,0
"2389","MR Pydanna ",1,2,3,0
"2390","ACL Richards ",1,2,2,0
"2391","Sameer Zia ",1,2,20,0
"2392","JNK Shannon ",1,2,8,0
"2393","GJ Thompson ",2,2,21,0
"2394","PIC Thompson ",1,2,7,0
"2395","MS Tshabalala ",1,2,3,0
"2396","AP Weerakkody ",1,2,4,0
"2397","MD Wettimuny ",1,2,11,0
"2398","DF Whatmore ",1,2,6,0
"2399","AGD Wickremasinghe ",1,2,10,0
"2400","Abdul Rehman ",1,1,13,0
"2401","Abu Hider ",1,1,11,0
"2402","Alawi Shukri ",1,1,3,0
"2403","Aminul Islam jnr ",1,1,0,0
"2404","PJ Bakker ",1,1,4,0
"2405","KMC Bandara ",1,1,3,0
"2406","GA Cope ",1,1,1,0
"2407","MC Cowdrey ",1,1,5,0
"2408","CI Dunusinghe ",1,1,1,0
"2409","MTG Elliott ",1,1,6,0
"2410","Fareed Ahmad ",2,1,6,0
"2411","RS Ghai ",1,1,3,0
"2412","Gurdeep Singh ",1,1,23,0
"2413","Iqbal Sikander ",1,1,3,0
"2414","SA Jayasinghe ",1,1,3,0
"2415","SP Jones ",1,1,2,0
"2416","S Kaul ",2,1,3,0
"2417","B Laughlin ",1,1,9,0
"2418","SCG MacGill ",2,1,3,0
"2419","Mahmood Hamid ",1,1,6,0
"2420","GJ McCarter ",1,1,1,0
"2421","JM Mennie ",2,1,4,0
"2422","Mohammad Kashif ",3,1,17,0
"2423","Moniruzzaman ",2,1,20,0
"2424","PV Mpitsang ",1,1,1,0
"2425","M Mulla ",1,1,11,0
"2426","W Mwayenga ",2,1,11,0
"2427","DP Nannes ",1,1,2,0
"2428","Nasim-ul-Ghani ",1,1,8,0
"2429","NV Ojha ",1,1,7,0
"2430","G Onions ",1,1,2,0
"2431","KA Patel ",2,1,4,0
"2432","Y Punja ",1,1,6,0
"2433","RR Ramdass ",1,1,9,0
"2434","SJ Roberts ",1,1,2,0
"2435","LC Romero ",2,1,7,0
"2436","R Sharma ",1,1,2,0
"2437","KJ Silva ",1,1,1,0
"2438","AM Stuart ",1,1,7,0
"2439","Subashis Roy ",1,1,9,0
"2440","JP Taylor ",1,1,8,0
"2441","LB Taylor ",1,1,6,0
"2442","JG Thomas ",3,1,7,0
"2443","S Tyagi ",1,1,2,0
"2444","KPJ Warnaweera ",3,1,11,0
"2445","BA Westdijk ",3,1,6,0
"2446","J Yadav ",1,1,1,0
"2447","NS Yadav ",2,1,16,0
"2448","B Yograj Singh ",4,1,12,0
"2449","Yunus Badat ",2,1,7,0
"2450","Aman Ali ",1,0,2,0
"2451","J Angel ",1,0,3,0
"2452","Anwar Hossain Monir ",1,0,8,0
"2453","S Baksh ",1,0,6,0
"2454","MRCN Bandaratilleke ",1,0,2,0
"2455","JE Benjamin ",1,0,6,0
"2456","A Bhandari ",1,0,0,0
"2457","DL Blake ",1,0,2,0
"2458","BP Bracewell ",1,0,4,0
"2459","RG Callender ",2,0,5,0
"2460","NM Carter ",1,0,6,0
"2461","K Christie ",1,0,3,0
"2462","JI de Villiers ",1,0,2,0
"2463","Fahad Alhashmi ",3,0,7,0
"2464","Fazle Mahmud ",2,0,9,0
"2465","R Flannigan ",1,0,2,0
"2466","LR Gibbs ",1,0,0,0
"2467","N Gifford ",1,0,8,0
"2468","VD Grandia ",1,0,5,0
"2469","Hamza Tahir ",2,0,2,0
"2470","RG Hart ",1,0,9,0
"2471","Harunur Rashid ",2,0,17,0
"2472","SM Harwood ",1,0,4,0
"2473","Ishtiaq Muhammad ",1,0,0,0
"2474","PHT Kaushal ",1,0,1,0
"2475","GJP Kruger ",2,0,10,0
"2476","AGR Loudon ",1,0,0,0
"2477","OC McCoy ",1,0,1,0
"2478","AW Mathieson ",1,0,0,0
"2479","JP Millmow ",1,0,3,0
"2480","Mohammad Khalil ",1,0,0,0
"2481","Mohammad Talha ",1,0,1,0
"2482","D Mohammed ",1,0,2,0
"2483","Naeem Ahmed ",1,0,8,0
"2484","Najaf Shah ",1,0,2,0
"2485","Naseer Malik ",1,0,13,0
"2486","Nasir Hameed ",1,0,1,0
"2487","AM Nayar ",1,0,7,0
"2488","N Ncube ",1,0,0,0
"2489","A Neill ",1,0,3,0
"2490","MB Owens ",1,0,3,0
"2491","NM Parker ",1,0,3,0
"2492","NT Pascal ",1,0,1,0
"2493","N Phillip ",1,0,5,0
"2494","AG Puttick ",1,0,5,0
"2495","NV Radford ",3,0,7,0
"2496","Rafiqul Islam ",1,0,5,0
"2497","CAK Rajitha ",3,0,10,0
"2498","DR Ramsammy ",1,0,3,0
"2499","N Ranatunga ",1,0,3,0
"2500","Raza Hasan ",1,0,2,0
"2501","Rizwan Latif ",1,0,2,0
"2502","Robiul Islam ",1,0,1,0
"2503","Saqib Zulfiqar ",1,0,4,0
"2504","Shadab Kabir ",3,0,5,0
"2505","Shakeel Khan ",1,0,4,0
"2506","T Shamsi ",3,0,2,0
"2507","Simandeep Singh ",1,0,7,0
"2508","GS Sobers ",1,0,6,0
"2509","Tanvir Mehdi ",1,0,5,0
"2510","CK Tshuma ",1,0,1,0
"2511","M Venkataramana ",1,0,0,0
"2512","R Walters ",2,0,5,0
"2513","CM Willoughby ",2,0,4,0
"2514","Zakir Hossain ",1,0,1,0
"2515","Aamer Hameed ",NA,NA,NA,NA
"2516","Abdur Rauf ",NA,NA,NA,NA
"2517","Abu Jayed ",NA,NA,NA,NA
"2518","FS Ahangama ",NA,NA,NA,NA
"2519","GW Aldridge ",NA,NA,NA,NA
"2520","ZS Ansari ",NA,NA,NA,NA
"2521","Ariful Haque ",NA,NA,NA,NA
"2522","Ashfaq Ahmed ",NA,NA,NA,NA
"2523","MD Bailey ",NA,NA,NA,NA
"2524","GR Beard ",NA,NA,NA,NA
"2525","T Bosch ",NA,NA,NA,NA
"2526","DR Briggs ",NA,NA,NA,NA
"2527","SA Britton ",NA,NA,NA,NA
"2528","WM Clark ",NA,NA,NA,NA
"2529","DJ Colley ",NA,NA,NA,NA
"2530","AN Connolly ",NA,NA,NA,NA
"2531","NGB Cook ",NA,NA,NA,NA
"2532","Dawlat Ahmadzai ",NA,NA,NA,NA
"2533","M de Lange ",NA,NA,NA,NA
"2534","DM Dupavillon ",NA,NA,NA,NA
"2535","N Dutta ",NA,NA,NA,NA
"2536","AM Fernando ",NA,NA,NA,NA
"2537","KADM Fernando ",NA,NA,NA,NA
"2538","BC Fortuin ",NA,NA,NA,NA
"2539","TN Garwe ",NA,NA,NA,NA
"2540","BD Glover ",NA,NA,NA,NA
"2541","MS Gony ",NA,NA,NA,NA
"2542","FRMD Gunatilleke ",NA,NA,NA,NA
"2543","PL Harris ",NA,NA,NA,NA
"2544","CW Henderson ",NA,NA,NA,NA
"2545","RG Holland ",NA,NA,NA,NA
"2546","Irfan Bhatti ",NA,NA,NA,NA
"2547","F Jansen ",NA,NA,NA,NA
"2548","PS Jayaprakashdaran ",NA,NA,NA,NA
"2549","Jay Odedra ",NA,NA,NA,NA
"2550","R Kaia ",NA,NA,NA,NA
"2551","JC Kent ",NA,NA,NA,NA
"2552","VJ Kingma ",NA,NA,NA,NA
"2553","DV Lawrence ",NA,NA,NA,NA
"2554","JL Louw ",NA,NA,NA,NA
"2555","AJ Mackay ",NA,NA,NA,NA
"2556","GD McKenzie ",NA,NA,NA,NA
"2557","S Mahmood ",NA,NA,NA,NA
"2558","GT Main ",NA,NA,NA,NA
"2559","Mohammad Abbas ",NA,NA,NA,NA
"2560","Mohammad Naim ",NA,NA,NA,NA
"2561","Mohammed Siraj ",NA,NA,NA,NA
"2562","Mohibullah Oryakhel ",NA,NA,NA,NA
"2563","J Nagenda ",NA,NA,NA,NA
"2564","A Ndlovu ",NA,NA,NA,NA
"2565","RG Nijman ",NA,NA,NA,NA
"2566","AA Noffke ",NA,NA,NA,NA
"2567","D Olivier ",NA,NA,NA,NA
"2568","C Overton ",NA,NA,NA,NA
"2569","M Panchal ",NA,NA,NA,NA
"2570","JS Paris ",NA,NA,NA,NA
"2571","MW Parkinson ",NA,NA,NA,NA
"2572","SD Parry ",NA,NA,NA,NA
"2573","Parvez Rasool ",NA,NA,NA,NA
"2574","RGM Patel ",NA,NA,NA,NA
"2575","D Paterson ",NA,NA,NA,NA
"2576","KG Perera ",NA,NA,NA,NA
"2577","P Raho ",NA,NA,NA,NA
"2578","SHA Rance ",NA,NA,NA,NA
"2579","Randhir Singh ",NA,NA,NA,NA
"2580","NLK Ratnayake ",NA,NA,NA,NA
"2581","EB Ringera ",NA,NA,NA,NA
"2582","Rizwan Ahmed ",NA,NA,NA,NA
"2583","Rokhan Barakzai ",NA,NA,NA,NA
"2584","Saeed-al-Saffar ",NA,NA,NA,NA
"2585","Salman Farooq ",NA,NA,NA,NA
"2586","Samiullah Khan ",NA,NA,NA,NA
"2587","GS Sandhu ",NA,NA,NA,NA
"2588","BN Schultz ",NA,NA,NA,NA
"2589","TAP Sekhar ",NA,NA,NA,NA
"2590","Shehzad Altaf ",NA,NA,NA,NA
"2591","KV Sharma ",NA,NA,NA,NA
"2592","M Shezi ",NA,NA,NA,NA
"2593","B Shikongo ",NA,NA,NA,NA
"2594","RP Singh ",NA,NA,NA,NA
"2595","MA Small ",NA,NA,NA,NA
"2596","M Smith ",NA,NA,NA,NA
"2597","BB Sran ",NA,NA,NA,NA
"2598","LW Stott ",NA,NA,NA,NA
"2599","EP Thompson ",NA,NA,NA,NA
"2600","AL Thomson ",NA,NA,NA,NA
"2601","RW Tolchard ",NA,NA,NA,NA
"2602","TE Tucker ",NA,NA,NA,NA
"2603","CM Tuckett ",NA,NA,NA,NA
"2604","JD Unadkat ",NA,NA,NA,NA
"2605","Wahidul Gani ",NA,NA,NA,NA
"2606","KP Walmsley ",NA,NA,NA,NA
"2607","Washington Sundar ",NA,NA,NA,NA
"2608","M Watkinson ",NA,NA,NA,NA
"2609","S Weerakoon ",NA,NA,NA,NA
"2610","Zahir Khan ",NA,NA,NA,NA
"2611","Zakir Hasan ",NA,NA,NA,NA
